<<<<<<< HEAD
BlackBox ; 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.856 
gemini ; 0.055053710937500000, 0.036376953125000000, 0.008453369140625000,  ,  1.161 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.9 
gemini ; 0.024734497070312500, 0.016265869140625000, 0.003967285156250000,  ,  0.835 
gemini ; 0.024887084960937500, 0.015899658203125000, 0.004791259765625000,  ,  0.843 
gemini ; 0.024993896484375000, 0.015457153320312500, 0.005447387695312500,  ,  0.816 
gemini ; 0.023651123046875000, 0.014892578125000000, 0.004608154296875000,  ,  0.866 
gemini ; 0.026809692382812500, 0.018218994140625000, 0.003952026367187500,  ,  1.129 
gemini ; 0.020599365234375000, 0.016250610351562500, 0.000701904296875000,  ,  0.815 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.771 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.748 
gemini ; 0.021057128906250000, 0.016860961914062500, 0.000686645507812500,  ,  1.103 
gemini ; 0.059722900390625000, 0.041152954101562500, 0.008071899414062500,  ,  1.497 
gemini ; 0.028091430664062500, 0.021255493164062500, 0.002273559570312500,  ,  1.532 
gemini ; 0.059677124023437500, 0.041381835937500000, 0.008346557617187500,  ,  1.57 
gemini ; 0.029403686523437500, 0.019500732421875000, 0.004470825195312500,  ,  1.203 
gemini ; 0.026077270507812500, 0.016433715820312500, 0.004669189453125000,  ,  0.999 
gemini ; 0.026992797851562500, 0.017623901367187500, 0.004348754882812500,  ,  1.239 
gemini ; 0.029296875000000000, 0.019882202148437500, 0.004455566406250000,  ,  0.91 
gemini ; 0.025817871093750000, 0.015930175781250000, 0.005737304687500000,  ,  0.962 
gemini ; 0.027023315429687500, 0.017013549804687500, 0.005706787109375000,  ,  0.883 
gemini ; 0.024551391601562500, 0.016006469726562500, 0.004211425781250000,  ,  0.849 
gemini ; 0.025115966796875000, 0.019409179687500000, 0.001632690429687500,  ,  1.198 
gemini ; 0.025924682617187500, 0.021347045898437500, 0.000671386718750000,  ,  0.853 
gemini ; 0.020324707031250000, 0.016143798828125000, 0.000686645507812500,  ,  0.787 
gemini ; 0.019927978515625000, 0.015960693359375000, 0.000656127929687500,  ,  0.723 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.765 
gemini ; 0.053314208984375000, 0.039642333984375000, 0.004486083984375000,  ,  1.624 
gemini ; 0.030685424804687500, 0.020874023437500000, 0.004394531250000000,  ,  1.388 
gemini ; 0.059387207031250000, 0.041961669921875000, 0.007766723632812500,  ,  1.444 
gemini ; 0.029098510742187500, 0.019531250000000000, 0.004180908203125000,  ,  1.49 
gemini ; 0.030212402343750000, 0.020248413085937500, 0.004455566406250000,  ,  1.113 
gemini ; 0.024734497070312500, 0.015991210937500000, 0.003845214843750000,  ,  0.941 
gemini ; 0.025955200195312500, 0.017150878906250000, 0.004211425781250000,  ,  1.154 
gemini ; 0.027206420898437500, 0.018081665039062500, 0.004684448242187500,  ,  1.012 
gemini ; 0.027069091796875000, 0.017486572265625000, 0.005310058593750000,  ,  0.933 
gemini ; 0.025268554687500000, 0.016311645507812500, 0.004669189453125000,  ,  0.891 
gemini ; 0.025024414062500000, 0.016921997070312500, 0.003677368164062500,  ,  0.997 
gemini ; 0.022247314453125000, 0.018051147460937500, 0.000640869140625000,  ,  1.068 
gemini ; 0.024475097656250000, 0.019790649414062500, 0.000671386718750000,  ,  0.805 
gemini ; 0.019805908203125000, 0.015701293945312500, 0.000656127929687500,  ,  0.708 
gemini ; 0.019546508789062500, 0.015701293945312500, 0.000640869140625000,  ,  0.7 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.878 
gemini ; 0.056976318359375000, 0.040603637695312500, 0.006576538085937500,  ,  1.336 
gemini ; 0.028503417968750000, 0.020553588867187500, 0.003173828125000000,  ,  1.401 
gemini ; 0.054214477539062500, 0.042343139648437500, 0.003112792968750000,  ,  1.406 
gemini ; 0.030593872070312500, 0.020675659179687500, 0.004562377929687500,  ,  1.64 
gemini ; 0.029647827148437500, 0.020217895507812500, 0.004180908203125000,  ,  1.067 
gemini ; 0.053634643554687500, 0.034896850585937500, 0.008392333984375000,  ,  1.302 
gemini ; 0.024215698242187500, 0.015563964843750000, 0.004119873046875000,  ,  1.003 
gemini ; 0.000000000000000000, 0.015441894531250000, 0.004806518554687500,  ,  0.895 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.824 
gemini ; 0.025634765625000000, 0.016036987304687500, 0.005416870117187500,  ,  0.83 
gemini ; 0.026321411132812500, 0.017303466796875000, 0.004653930664062500,  ,  1.243 
gemini ; 0.026382446289062500, 0.018234252929687500, 0.003417968750000000,  ,  0.864 
gemini ; 0.019851684570312500, 0.015747070312500000, 0.000656127929687500,  ,  0.729 
gemini ; 0.019638061523437500, 0.015686035156250000, 0.000640869140625000,  ,  0.762 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000656127929687500,  ,  0.756 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.959 
gemini ; 0.056671142578125000, 0.039443969726562500, 0.007080078125000000,  ,  1.542 
gemini ; 0.028991699218750000, 0.021530151367187500, 0.002716064453125000,  ,  1.433 
gemini ; 0.055618286132812500, 0.040893554687500000, 0.005737304687500000,  ,  1.774 
gemini ; 0.059906005859375000, 0.040359497070312500, 0.008514404296875000,  ,  1.551 
gemini ; 0.029434204101562500, 0.019973754882812500, 0.004074096679687500,  ,  1.543 
gemini ; 0.030822753906250000, 0.021804809570312500, 0.003921508789062500,  ,  1.136 
gemini ; 0.030624389648437500, 0.021453857421875000, 0.004455566406250000,  ,  0.988 
gemini ; 0.027053833007812500, 0.017562866210937500, 0.005294799804687500,  ,  0.891 
gemini ; 0.052810668945312500, 0.034530639648437500, 0.009216308593750000,  ,  1.265 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.9 
gemini ; 0.021118164062500000, 0.015609741210937500, 0.001678466796875000,  ,  0.779 
gemini ; 0.018798828125000000, 0.014999389648437500, 0.000640869140625000,  ,  0.73 
gemini ; 0.020492553710937500, 0.016418457031250000, 0.000671386718750000,  ,  0.718 
gemini ; 0.024673461914062500, 0.019378662109375000, 0.001296997070312500,  ,  0.909 
gemini ; 0.029251098632812500, 0.019775390625000000, 0.004150390625000000,  ,  1.314 
gemini ; 0.030883789062500000, 0.021179199218750000, 0.004379272460937500,  ,  1.361 
gemini ; 0.055831909179687500, 0.042190551757812500, 0.004821777343750000,  ,  1.478 
gemini ; 0.028945922851562500, 0.019393920898437500, 0.004180908203125000,  ,  1.241 
gemini ; 0.029998779296875000, 0.020187377929687500, 0.004333496093750000,  ,  1.473 
gemini ; 0.028076171875000000, 0.018585205078125000, 0.004196166992187500,  ,  1.047 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.903 
gemini ; 0.024169921875000000, 0.015670776367187500, 0.004104614257812500,  ,  0.877 
gemini ; 0.024688720703125000, 0.015411376953125000, 0.005264282226562500,  ,  0.847 
gemini ; 0.027816772460937500, 0.018051147460937500, 0.005523681640625000,  ,  0.984 
gemini ; 0.028915405273437500, 0.020538330078125000, 0.003890991210937500,  ,  0.961 
gemini ; 0.027877807617187500, 0.021682739257812500, 0.002044677734375000,  ,  0.861 
gemini ; 0.025009155273437500, 0.020523071289062500, 0.000640869140625000,  ,  0.924 
gemini ; 0.026351928710937500, 0.021987915039062500, 0.000640869140625000,  ,  0.973 
gemini ; 0.027175903320312500, 0.022460937500000000, 0.000671386718750000,  ,  1.151 
gemini ; 0.026992797851562500, 0.020111083984375000, 0.002349853515625000,  ,  1.318 
gemini ; 0.058563232421875000, 0.042541503906250000, 0.006210327148437500,  ,  1.415 
gemini ; 0.028427124023437500, 0.022872924804687500, 0.001296997070312500,  ,  1.416 
gemini ; 0.026931762695312500, 0.021331787109375000, 0.001251220703125000,  ,  1.318 
gemini ; 0.058792114257812500, 0.045837402343750000, 0.004470825195312500,  ,  1.624 
gemini ; 0.061340332031250000, 0.041885375976562500, 0.008666992187500000,  ,  1.652 
gemini ; 0.031509399414062500, 0.021774291992187500, 0.004287719726562500,  ,  1.202 
gemini ; 0.028442382812500000, 0.019577026367187500, 0.003921508789062500,  ,  1.011 
gemini ; 0.029373168945312500, 0.020675659179687500, 0.003967285156250000,  ,  1.364 
gemini ; 0.032775878906250000, 0.022567749023437500, 0.005386352539062500,  ,  1.033 
gemini ; 0.030075073242187500, 0.020828247070312500, 0.005096435546875000,  ,  0.943 
gemini ; 0.030883789062500000, 0.021987915039062500, 0.004425048828125000,  ,  0.969 
gemini ; 0.028396606445312500, 0.021591186523437500, 0.002639770507812500,  ,  0.84 
gemini ; 0.025222778320312500, 0.021133422851562500, 0.000640869140625000,  ,  0.954 
gemini ; 0.028976440429687500, 0.022262573242187500, 0.002090454101562500,  ,  1.434 
gemini ; 0.061889648437500000, 0.044143676757812500, 0.007705688476562500,  ,  1.382 
gemini ; 0.028472900390625000, 0.023666381835937500, 0.000656127929687500,  ,  1.248 
gemini ; 0.026763916015625000, 0.022140502929687500, 0.000625610351562500,  ,  1.363 
gemini ; 0.061401367187500000, 0.043884277343750000, 0.007781982421875000,  ,  1.697 
gemini ; 0.061523437500000000, 0.042358398437500000, 0.008529663085937500,  ,  1.468 
gemini ; 0.029922485351562500, 0.020751953125000000, 0.003982543945312500,  ,  1.075 
gemini ; 0.028930664062500000, 0.020462036132812500, 0.003906250000000000,  ,  1.075 
gemini ; 0.030578613281250000, 0.021118164062500000, 0.005081176757812500,  ,  0.96 
gemini ; 0.030258178710937500, 0.020568847656250000, 0.005294799804687500,  ,  0.959 
gemini ; 0.030471801757812500, 0.021087646484375000, 0.004608154296875000,  ,  1.02 
gemini ; 0.028915405273437500, 0.021301269531250000, 0.003143310546875000,  ,  1.233 
gemini ; 0.026702880859375000, 0.021942138671875000, 0.000671386718750000,  ,  1.033 
gemini ; 0.026641845703125000, 0.021240234375000000, 0.001281738281250000,  ,  1.277 
gemini ; 0.028976440429687500, 0.019515991210937500, 0.004348754882812500,  ,  1.278 
gemini ; 0.057373046875000000, 0.021514892578125000, 0.002044677734375000,  ,  1.428 
gemini ; 0.027481079101562500, 0.021606445312500000, 0.001724243164062500,  ,  1.487 
gemini ; 0.063186645507812500, 0.043762207031250000, 0.008865356445312500,  ,  1.275 
gemini ; 0.029525756835937500, 0.020233154296875000, 0.004089355468750000,  ,  1.462 
gemini ; 0.060317993164062500, 0.041732788085937500, 0.007934570312500000,  ,  1.598 
gemini ; 0.029815673828125000, 0.020660400390625000, 0.004501342773437500,  ,  1.054 
gemini ; 0.031631469726562500, 0.021652221679687500, 0.005416870117187500,  ,  0.955 
gemini ; 0.030120849609375000, 0.020797729492187500, 0.005004882812500000,  ,  0.973 
gemini ; 0.030426025390625000, 0.021484375000000000, 0.003997802734375000,  ,  1.384 
gemini ; 0.025650024414062500, 0.020095825195312500, 0.001495361328125000,  ,  0.914 
gemini ; 0.020202636718750000, 0.016098022460937500, 0.000656127929687500,  ,  0.726 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000656127929687500,  ,  0.785 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.911 
gemini ; 0.052108764648437500, 0.035537719726562500, 0.006973266601562500,  ,  1.123 
gemini ; 0.028671264648437500, 0.021347045898437500, 0.002670288085937500,  ,  1.269 
gemini ; 0.025955200195312500, 0.021133422851562500, 0.000640869140625000,  ,  1.331 
gemini ; 0.057556152343750000, 0.042404174804687500, 0.005996704101562500,  ,  1.611 
gemini ; 0.028640747070312500, 0.019210815429687500, 0.004180908203125000,  ,  1.204 
gemini ; 0.030868530273437500, 0.020828247070312500, 0.004333496093750000,  ,  1.52 
gemini ; 0.058517456054687500, 0.040008544921875000, 0.008026123046875000,  ,  1.581 
gemini ; 0.028640747070312500, 0.019638061523437500, 0.004333496093750000,  ,  1.121 
gemini ; 0.025329589843750000, 0.015853881835937500, 0.005279541015625000,  ,  0.961 
gemini ; 0.025177001953125000, 0.015762329101562500, 0.005233764648437500,  ,  1.019 
gemini ; 0.025283813476562500, 0.016815185546875000, 0.003982543945312500,  ,  0.899 
gemini ; 0.024368286132812500, 0.019058227539062500, 0.001312255859375000,  ,  1.201 
gemini ; 0.025375366210937500, 0.020736694335937500, 0.000656127929687500,  ,  0.874 
gemini ; 0.020080566406250000, 0.015945434570312500, 0.000656127929687500,  ,  1.05 
gemini ; 0.025070190429687500, 0.018218994140625000, 0.002410888671875000,  ,  1.301 
gemini ; 0.058715820312500000, 0.041122436523437500, 0.007415771484375000,  ,  1.413 
gemini ; 0.055603027343750000, 0.041473388671875000, 0.005142211914062500,  ,  1.687 
gemini ; 0.030914306640625000, 0.020858764648437500, 0.004425048828125000,  ,  1.588 
gemini ; 0.058776855468750000, 0.039642333984375000, 0.008285522460937500,  ,  1.629 
gemini ; 0.030090332031250000, 0.020767211914062500, 0.004028320312500000,  ,  1.456 
gemini ; 0.025024414062500000, 0.016479492187500000, 0.004028320312500000,  ,  0.983 
gemini ; 0.025329589843750000, 0.015747070312500000, 0.005462646484375000,  ,  0.917 
gemini ; 0.025558471679687500, 0.016036987304687500, 0.005355834960937500,  ,  1.002 
gemini ; 0.024566650390625000, 0.016143798828125000, 0.004058837890625000,  ,  0.913 
gemini ; 0.021591186523437500, 0.015701293945312500, 0.002044677734375000,  ,  0.82 
gemini ; 0.023895263671875000, 0.019363403320312500, 0.000656127929687500,  ,  1.172 
gemini ; 0.024551391601562500, 0.020233154296875000, 0.000640869140625000,  ,  0.964 
gemini ; 0.024551391601562500, 0.019027709960937500, 0.001312255859375000,  ,  0.982 
gemini ; 0.025436401367187500, 0.016342163085937500, 0.004272460937500000,  ,  1.167 
gemini ; 0.027847290039062500, 0.018890380859375000, 0.004043579101562500,  ,  1.147 
gemini ; 0.052490234375000000, 0.042709350585937500, 0.001312255859375000,  ,  1.432 
gemini ; 0.026458740234375000, 0.021331787109375000, 0.000762939453125000,  ,  1.355 
gemini ; 0.029785156250000000, 0.020477294921875000, 0.004455566406250000,  ,  1.308 
gemini ; 0.028900146484375000, 0.019424438476562500, 0.004211425781250000,  ,  1.034 
gemini ; 0.052642822265625000, 0.034179687500000000, 0.008346557617187500,  ,  1.34 
gemini ; 0.025238037109375000, 0.016281127929687500, 0.004196166992187500,  ,  0.979 
gemini ; 0.023498535156250000, 0.015182495117187500, 0.004119873046875000,  ,  0.907 
gemini ; 0.026641845703125000, 0.016876220703125000, 0.005493164062500000,  ,  0.985 
gemini ; 0.025039672851562500, 0.015747070312500000, 0.005172729492187500,  ,  0.912 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.901 
gemini ; 0.024200439453125000, 0.015960693359375000, 0.003921508789062500,  ,  1.078 
gemini ; 0.025588989257812500, 0.019500732421875000, 0.001754760742187500,  ,  0.844 
gemini ; 0.019683837890625000, 0.015655517578125000, 0.000640869140625000,  ,  0.927 
gemini ; 0.058212280273437500, 0.040557861328125000, 0.007324218750000000,  ,  1.42 
gemini ; 0.028045654296875000, 0.021072387695312500, 0.002456665039062500,  ,  1.468 
gemini ; 0.055953979492187500, 0.040435791015625000, 0.006317138671875000,  ,  1.668 
gemini ; 0.028625488281250000, 0.019287109375000000, 0.004013061523437500,  ,  1.536 
gemini ; 0.055389404296875000, 0.036468505859375000, 0.008361816406250000,  ,  1.189 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.964 
gemini ; 0.029983520507812500, 0.020629882812500000, 0.004486083984375000,  ,  1.413 
gemini ; 0.027267456054687500, 0.017517089843750000, 0.005325317382812500,  ,  0.984 
gemini ; 0.025421142578125000, 0.016204833984375000, 0.004913330078125000,  ,  0.937 
gemini ; 0.023620605468750000, 0.015289306640625000, 0.004058837890625000,  ,  0.92 
gemini ; 0.021667480468750000, 0.016952514648437500, 0.000915527343750000,  ,  0.795 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.746 
gemini ; 0.020492553710937500, 0.016540527343750000, 0.000625610351562500,  ,  1.145 
gemini ; 0.022705078125000000, 0.018218994140625000, 0.000671386718750000,  ,  0.846 
gemini ; 0.023666381835937500, 0.018569946289062500, 0.001083374023437500,  ,  1.129 
gemini ; 0.058227539062500000, 0.040420532226562500, 0.007507324218750000,  ,  1.351 
gemini ; 0.026397705078125000, 0.020507812500000000, 0.001693725585937500,  ,  1.188 
gemini ; 0.026214599609375000, 0.020904541015625000, 0.000839233398437500,  ,  1.334 
gemini ; 0.059829711914062500, 0.041671752929687500, 0.008056640625000000,  ,  1.459 
gemini ; 0.024612426757812500, 0.015502929687500000, 0.004272460937500000,  ,  1.084 
gemini ; 0.028778076171875000, 0.019180297851562500, 0.004272460937500000,  ,  1.431 
gemini ; 0.056930541992187500, 0.039093017578125000, 0.007980346679687500,  ,  1.535 
gemini ; 0.026016235351562500, 0.016479492187500000, 0.005310058593750000,  ,  1.017 
gemini ; 0.025039672851562500, 0.015609741210937500, 0.005325317382812500,  ,  0.921 
gemini ; 0.027877807617187500, 0.019058227539062500, 0.004180908203125000,  ,  1.172 
gemini ; 0.023101806640625000, 0.016311645507812500, 0.002624511718750000,  ,  0.966 
gemini ; 0.020858764648437500, 0.016601562500000000, 0.000671386718750000,  ,  0.802 
gemini ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.758 
gemini ; 0.020294189453125000, 0.016311645507812500, 0.000656127929687500,  ,  0.823 
gemini ; 0.054290771484375000, 0.038635253906250000, 0.006118774414062500,  ,  1.586 
gemini ; 0.029541015625000000, 0.041625976562500000, 0.006439208984375000,  ,  1.822 
gemini ; 0.030364990234375000, 0.020492553710937500, 0.004577636718750000,  ,  1.425 
gemini ; 0.030029296875000000, 0.020141601562500000, 0.004379272460937500,  ,  1.444 
